Iteration,Epoch,Val_Acc,Val_AUC
1,1,0.8575,0.4697957839262188
2,1,0.8625,0.5320158102766799
3,1,0.8625,0.5310408432147563
4,1,0.8625,0.5244005270092227
5,1,0.8625,0.5287944664031621
6,1,0.8625,0.5
