Iteration,Epoch,Val_Acc,Val_AUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,300,0.8675,0.858787879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,105,0.87375,0.855283267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,0.8625,0.853043478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,113,0.8725,0.85057971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,25,0.8725,0.848985507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,56,0.86875,0.845810277,,,,,,,Epoch,300,105,22,113,25,56,30,23,43,105,22,54,38,226,49,47,61,83,66,165,109,114,190,259,139,93,168,125,250,245,293,290
7,30,0.8775,0.844795784,,,,,,,Val_Acc,0.8675,0.87375,0.8625,0.8725,0.8725,0.86875,0.8775,0.8825,0.87875,0.86625,0.85875,0.85875,0.87375,0.87625,0.8775,0.87,0.87125,0.86875,0.86625,0.865,0.86625,0.8375,0.86125,0.86375,0.87625,0.865,0.87875,0.88,0.87375,0.86625,0.87375,0.87
8,23,0.8825,0.854057971,,,,,,,Val_AUC,0.858787879,0.855283267,0.853043478,0.85057971,0.848985507,0.845810277,0.844795784,0.854057971,0.860421607,0.841304348,0.839789196,0.841422925,0.832898551,0.841343874,0.843530962,0.842068511,0.8328722,0.839407115,0.846587615,0.834453228,0.82900527,0.820790514,0.799235837,0.831765481,0.84370224,0.839275362,0.85085639,0.830395257,0.83654809,0.830823452,0.832832675,0.823629776
9,43,0.87875,0.860421607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,105,0.86625,0.841304348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,0.85875,0.839789196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,54,0.85875,0.841422925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,38,0.87375,0.832898551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,226,0.87625,0.841343874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,49,0.8775,0.843530962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,47,0.87,0.842068511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,61,0.87125,0.8328722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,83,0.86875,0.839407115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,66,0.86625,0.846587615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,165,0.865,0.834453228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,109,0.86625,0.82900527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,114,0.8375,0.820790514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,190,0.86125,0.799235837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,259,0.86375,0.831765481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,139,0.87625,0.84370224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,93,0.865,0.839275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,168,0.87875,0.85085639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,125,0.88,0.830395257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,250,0.87375,0.83654809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,245,0.86625,0.830823452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,293,0.87375,0.832832675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,290,0.87,0.823629776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
