Iteration,Epoch,Recon_Loss,CE_Loss,Accuracy,MSE,Val_Loss,Val_Acc,Test_Acc,Test_AUC
1,701.7325305938721,0.4944930673809722,0.85859375,"tensor(0.1402, device='cuda:0', grad_fn=<DivBackward0>)",0.47755350871011615,0.871875,0.8625,0.4113306982872201
2,665.5296680927277,0.48235395830124617,0.85859375,"tensor(0.1327, device='cuda:0', grad_fn=<DivBackward0>)",0.46314506651833653,0.871875,0.8625,0.47916996047430827
3,643.262063741684,0.46959298208821565,0.85859375,"tensor(0.1281, device='cuda:0', grad_fn=<DivBackward0>)",0.4500393304042518,0.871875,0.8625,0.5126745718050065
4,625.9786067008972,0.45786143362056464,0.85859375,"tensor(0.1246, device='cuda:0', grad_fn=<DivBackward0>)",0.4389206157065928,0.871875,0.8625,0.5401581027667983
5,610.6684138774872,0.4482327102450654,0.85859375,"tensor(0.1215, device='cuda:0', grad_fn=<DivBackward0>)",0.4290468702092767,0.871875,0.8625,0.48252964426877476
6,596.514217376709,0.4396617953898385,0.85859375,"tensor(0.1187, device='cuda:0', grad_fn=<DivBackward0>)",0.42103135166689754,0.871875,0.8625,0.5222990777338603
7,582.6441195011139,0.43315311428159475,0.85859375,"tensor(0.1159, device='cuda:0', grad_fn=<DivBackward0>)",0.4142127330414951,0.871875,0.8625,0.4881818181818182
8,569.1873829364777,0.4281312330858782,0.85859375,"tensor(0.1132, device='cuda:0', grad_fn=<DivBackward0>)",0.40815534070134163,0.871875,0.8625,0.5747694334650857
9,556.0396468639374,0.42369478777982295,0.85859375,"tensor(0.1105, device='cuda:0', grad_fn=<DivBackward0>)",0.40345980413258076,0.871875,0.8625,0.5786429512516469
10,543.1425111293793,0.420320886420086,0.85859375,"tensor(0.1079, device='cuda:0', grad_fn=<DivBackward0>)",0.40011826949194074,0.871875,0.8625,0.5500790513833992
11,530.4493887424469,0.4169856262160465,0.85859375,"tensor(0.1054, device='cuda:0', grad_fn=<DivBackward0>)",0.397098024841398,0.871875,0.8625,0.5788010540184454
12,518.047643661499,0.41501034749671817,0.85859375,"tensor(0.1029, device='cuda:0', grad_fn=<DivBackward0>)",0.39377928897738457,0.871875,0.8625,0.5955335968379446
13,505.8303303718567,0.4123881752602756,0.85859375,"tensor(0.1004, device='cuda:0', grad_fn=<DivBackward0>)",0.39187676133587956,0.871875,0.8625,0.5398682476943346
14,493.8751766681671,0.4106692902278155,0.85859375,"tensor(0.0980, device='cuda:0', grad_fn=<DivBackward0>)",0.3886666828766465,0.871875,0.8625,0.5948221343873518
15,482.16048765182495,0.40960466291289777,0.85859375,"tensor(0.0956, device='cuda:0', grad_fn=<DivBackward0>)",0.38757091481238604,0.871875,0.8625,0.6118050065876153
16,470.5812110900879,0.4079797253361903,0.85859375,"tensor(0.0933, device='cuda:0', grad_fn=<DivBackward0>)",0.3860477604903281,0.871875,0.8625,0.5885111989459815
17,459.1962012052536,0.40666028391569853,0.85859375,"tensor(0.0910, device='cuda:0', grad_fn=<DivBackward0>)",0.3837055368348956,0.871875,0.8625,0.6001778656126482
18,447.9740581512451,0.40558659355156124,0.85859375,"tensor(0.0887, device='cuda:0', grad_fn=<DivBackward0>)",0.3838073262013495,0.871875,0.8625,0.6283926218708827
19,436.9551740884781,0.4055201085866429,0.85859375,"tensor(0.0865, device='cuda:0', grad_fn=<DivBackward0>)",0.3833212861791253,0.871875,0.8625,0.6503293807641635
20,426.26131319999695,0.4046648333314806,0.85859375,"tensor(0.0843, device='cuda:0', grad_fn=<DivBackward0>)",0.38125950610265136,0.871875,0.8625,0.6270223978919632
21,415.66518223285675,0.4039834635332227,0.85859375,"tensor(0.0821, device='cuda:0', grad_fn=<DivBackward0>)",0.3818926424719393,0.871875,0.8625,0.667957839262187
22,405.1872059106827,0.4031741308863275,0.85859375,"tensor(0.0800, device='cuda:0', grad_fn=<DivBackward0>)",0.38050552085042,0.871875,0.8625,0.7165612648221343
23,394.9174747467041,0.40297805616864935,0.85859375,"tensor(0.0779, device='cuda:0', grad_fn=<DivBackward0>)",0.37954515777528286,0.871875,0.8625,0.6475757575757575
24,384.9106947183609,0.40182514337357134,0.85859375,"tensor(0.0759, device='cuda:0', grad_fn=<DivBackward0>)",0.37916978681460023,0.871875,0.8625,0.6832015810276681
25,375.07121753692627,0.4015318714082241,0.85859375,"tensor(0.0739, device='cuda:0', grad_fn=<DivBackward0>)",0.3772208164446056,0.871875,0.8625,0.6544532279314889
26,365.34776043891907,0.3997331644059159,0.85859375,"tensor(0.0719, device='cuda:0', grad_fn=<DivBackward0>)",0.37655646866187453,0.871875,0.8625,0.666969696969697
27,355.8539569377899,0.39955602667760104,0.85859375,"tensor(0.0700, device='cuda:0', grad_fn=<DivBackward0>)",0.37505311518907547,0.871875,0.8625,0.6776679841897233
28,346.5393251180649,0.3989593423320912,0.85859375,"tensor(0.0681, device='cuda:0', grad_fn=<DivBackward0>)",0.3755668271332979,0.871875,0.8625,0.6861396574440053
29,337.3944787979126,0.3976174288545735,0.85859375,"tensor(0.0663, device='cuda:0', grad_fn=<DivBackward0>)",0.37177117774263024,0.871875,0.8625,0.6986297760210803
30,328.4876687526703,0.3960080443066545,0.85859375,"tensor(0.0645, device='cuda:0', grad_fn=<DivBackward0>)",0.37152953911572695,0.871875,0.8625,0.686824769433465
31,319.6721098423004,0.3941961253876798,0.85859375,"tensor(0.0627, device='cuda:0', grad_fn=<DivBackward0>)",0.3717506555840373,0.871875,0.8625,0.695810276679842
